pl_name,hostname,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist,ra,dec,st_spectype,st_teff,st_mass,st_rad
Kepler-525 b,Kepler-525,1,Transit,2016,18.68404933000,0.1438600000,2.63000000,7.41000000,992.85200000,296.1834239,47.3587776,,5573.00,0.950000,1.150000
Kepler-526 b,Kepler-526,1,Transit,2016,5.45849831600,0.0651800000,1.99000000,4.62000000,666.14600000,297.6509281,47.3962246,,5894.00,1.150000,1.140000
Kepler-527 b,Kepler-527,1,Transit,2016,13.28535633000,0.1164600000,2.84000000,8.45000000,750.04000000,290.9579130,47.4062673,,6388.00,1.280000,1.450000
Kepler-528 b,Kepler-528,1,Transit,2016,19.78297415000,0.1421900000,2.08000000,4.98000000,784.23000000,295.6848595,47.7480914,,5807.00,1.010000,1.060000
Kepler-529 b,Kepler-529,3,Transit,2016,1.98035766300,0.0309000000,1.86000000,4.12000000,799.00800000,285.8884067,47.8803640,,6087.00,1.070000,1.140000
Kepler-529 c,Kepler-529,3,Transit,2016,12.83450220000,0.1075000000,2.00000000,4.66000000,799.00800000,285.8884067,47.8803640,,6087.00,1.070000,1.140000
Kepler-529 d,Kepler-529,3,Transit,2021,35.86619949000,0.2134000000,2.79502603,8.22000000,799.00800000,285.8884067,47.8803640,,6078.00,1.005000,1.189000
Kepler-53 b,Kepler-53,3,Transit,2012,18.64895250000,0.1361000000,2.89000000,111.00000000,1366.07000000,290.4617926,40.5624966,,5858.00,0.980000,0.890000
Kepler-53 c,Kepler-53,3,Transit,2012,38.55830380000,0.2209100000,3.17000000,36.00000000,1366.07000000,290.4617926,40.5624966,,5858.00,0.980000,0.890000
Kepler-53 d,Kepler-53,3,Transit,2014,9.75196200000,0.0910000000,2.12000000,37.19070000,1366.07000000,290.4617926,40.5624966,,6085.00,0.966000,0.958000
Kepler-530 b,Kepler-530,1,Transit,2016,39.30941904000,0.2149100000,3.01000000,9.32000000,457.70900000,283.3402948,48.5490620,,5697.00,0.970000,0.890000
Kepler-531 b,Kepler-531,1,Transit,2016,29.88485741000,0.1744600000,2.78000000,8.15000000,252.76200000,286.5246582,48.6835481,,4893.00,0.780000,0.750000
Kepler-532 b,Kepler-532,1,Transit,2016,12.92491623000,0.1015100000,2.57000000,7.13000000,312.79800000,298.6609094,48.6063022,,5192.00,0.870000,0.790000
Kepler-533 b,Kepler-533,1,Transit,2016,28.51120525000,0.1670400000,3.38000000,11.40000000,302.95500000,293.6856893,48.8249915,,4758.00,0.780000,0.720000
Kepler-534 b,Kepler-534,2,Transit,2016,15.95994513000,0.1272000000,2.24000000,5.65000000,570.65900000,296.4185696,49.5401480,,5884.00,1.050000,0.980000
Kepler-534 c,Kepler-534,2,Transit,2021,7.37868976600,0.0761000000,1.22700000,2.02000000,570.65900000,296.4185696,49.5401480,,5936.00,1.075000,0.965000
Kepler-535 b,Kepler-535,1,Transit,2016,4.90332155100,0.0601100000,2.36000000,6.17000000,685.59900000,296.5666587,49.6961742,,6123.00,1.180000,1.270000
Kepler-536 b,Kepler-536,1,Transit,2016,1.82708229900,0.0283500000,3.10000000,9.80000000,462.32200000,297.7363605,49.6371010,,5524.00,0.920000,0.890000
Kepler-537 b,Kepler-537,1,Transit,2016,3.24755521900,0.0431700000,1.41000000,2.57000000,439.40000000,289.8805804,51.2769907,,5763.00,1.070000,0.990000
Kepler-538 b,Kepler-538,1,Transit,2016,81.73778000000,0.3554000000,2.21500000,12.90000000,155.95600000,297.4865503,49.6233975,,5534.00,0.892000,0.871700
Kepler-539 b,Kepler-539,2,Transit,2016,125.63243000000,0.4988000000,8.37312300,308.29510000,307.31800000,299.1224639,41.8667953,G2 V,5820.00,1.048000,0.952000
Kepler-539 c,Kepler-539,2,Transit Timing Variations,2016,1000.00000000000,2.4200000000,13.30000000,762.79200000,307.31800000,299.1224639,41.8667953,G2 V,5820.00,1.048000,0.952000
Kepler-54 b,Kepler-54,3,Transit,2012,8.01094340000,0.0619000000,2.10000000,0.98000000,271.70100000,294.7739245,43.0561976,M1 V,3705.00,0.510000,0.500000
Kepler-54 c,Kepler-54,3,Transit,2012,12.07172490000,0.0809000000,1.23000000,0.70000000,271.70100000,294.7739245,43.0561976,M1 V,3705.00,0.510000,0.500000
Kepler-54 d,Kepler-54,3,Transit,2014,20.99569400000,0.1260000000,1.53000000,12.09460000,271.70100000,294.7739245,43.0561976,M1 V,4252.00,0.518000,0.554000
Kepler-540 b,Kepler-540,1,Transit,2016,172.70497840000,0.5882200000,2.71000000,7.80000000,390.37400000,290.6249953,44.8737757,,5946.00,1.020000,1.080000
Kepler-541 b,Kepler-541,1,Transit,2016,5.08005848000,0.0644700000,3.36000000,11.20000000,1060.68000000,294.1496529,38.4582070,,6166.00,1.410000,2.060000
Kepler-542 b,Kepler-542,1,Transit,2016,13.14497566000,0.1070300000,1.57000000,3.09000000,436.01600000,292.2149697,38.5485469,,5526.00,0.930000,0.900000
Kepler-543 b,Kepler-543,1,Transit,2016,13.89961966000,0.1023000000,2.50000000,6.80000000,221.80200000,287.2187273,38.8625366,,4671.00,0.700000,0.670000
Kepler-544 b,Kepler-544,1,Transit,2016,21.41616926000,0.1548200000,2.12000000,5.14000000,963.18000000,294.0290734,39.0517893,,6206.00,1.160000,1.220000
Kepler-545 b,Kepler-545,1,Transit,2016,13.24934059000,0.1124800000,2.69000000,7.70000000,818.00100000,290.5663221,40.6920756,,5882.00,1.040000,1.070000
Kepler-546 b,Kepler-546,1,Transit,2016,4.14702025800,0.0502000000,7.00000000,39.10000000,1019.65000000,283.2575730,40.9904095,,5967.00,1.110000,1.150000
Kepler-547 b,Kepler-547,1,Transit,2016,6.01038428900,0.0580000000,4.00000000,15.10000000,378.97200000,286.1185888,44.3452063,,4828.00,0.780000,0.730000
Kepler-548 b,Kepler-548,1,Transit,2016,4.45419433800,0.0495000000,11.99000000,,751.77600000,299.9059167,45.4396103,,5535.00,0.930000,0.900000
Kepler-549 b,Kepler-549,3,Transit,2016,42.94956490000,0.2323600000,2.57000000,11.00000000,635.14500000,283.0228527,47.2611431,,5360.00,0.880000,0.840000
Kepler-549 c,Kepler-549,3,Transit,2016,117.04049800000,0.4533200000,2.93000000,8.91000000,635.14500000,283.0228527,47.2611431,,5360.00,0.880000,0.840000
Kepler-549 d,Kepler-549,3,Transit,2023,24.61480613000,0.1575000000,4.20000000,16.40000000,635.14500000,283.0228527,47.2611431,,5312.00,0.859000,0.986000
Kepler-55 b,Kepler-55,5,Transit,2012,27.94814490000,0.1593000000,2.43000000,43.00000000,578.79600000,285.1683291,44.0264898,,4362.00,0.620000,0.580000
Kepler-55 c,Kepler-55,5,Transit,2012,42.15164180000,0.2095000000,2.21000000,69.80000000,578.79600000,285.1683291,44.0264898,,4362.00,0.620000,0.580000
Kepler-55 d,Kepler-55,5,Transit,2014,2.21109900000,0.0290000000,1.59000000,3.15000000,578.79600000,285.1683291,44.0264898,,4503.00,0.631000,0.619000
Kepler-55 e,Kepler-55,5,Transit,2014,4.61753400000,0.0480000000,1.55000000,3.02000000,578.79600000,285.1683291,44.0264898,,4503.00,0.631000,0.619000
Kepler-55 f,Kepler-55,5,Transit,2014,10.19854500000,0.0810000000,1.59000000,3.15000000,578.79600000,285.1683291,44.0264898,,4503.00,0.631000,0.619000
Kepler-550 b,Kepler-550,1,Transit,2016,8.60010410900,0.0747000000,4.42000000,17.90000000,531.94400000,297.7001786,47.8637046,,5322.00,0.870000,0.830000
Kepler-551 b,Kepler-551,1,Transit,2016,12.37646610000,0.0893000000,2.73000000,7.90000000,311.17500000,285.4850450,48.0543774,,4286.00,0.650000,0.630000
Kepler-552 b,Kepler-552,1,Transit,2016,5.26341576500,0.0612000000,3.95000000,14.80000000,843.68900000,290.7476903,48.2419838,,5863.00,1.030000,1.040000
Kepler-553 b,Kepler-553,2,Transit,2016,4.03046700000,0.0476600000,4.74139884,116.00736855,728.52500000,298.5508922,48.3325405,,5191.00,0.889000,0.902000
Kepler-553 c,Kepler-553,2,Transit,2016,328.24017000000,0.8980000000,11.57887706,2129.45032690,728.52500000,298.5508922,48.3325405,,5191.00,0.889000,0.902000
Kepler-554 b,Kepler-554,1,Transit,2016,1.90220855600,0.0302200000,4.29000000,17.00000000,690.52500000,296.4068982,51.3581938,,5447.00,0.930000,0.920000
Kepler-555 b,Kepler-555,1,Transit,2016,16.21775407000,0.1201000000,2.83000000,8.40000000,973.12100000,285.5168720,38.9324587,,5894.00,1.030000,1.040000
Kepler-556 b,Kepler-556,1,Transit,2016,11.72292176000,0.0983300000,2.24000000,5.65000000,674.59800000,290.5294799,38.9427306,,5740.00,1.000000,0.980000
Kepler-557 b,Kepler-557,1,Transit,2016,3.70598955100,0.0469000000,2.67000000,7.61000000,2097.12000000,293.7084179,41.6151084,,6068.00,1.110000,1.160000
Kepler-558 b,Kepler-558,1,Transit,2016,29.00790538000,0.1759000000,2.37000000,6.21000000,661.87600000,284.6579709,42.6526751,,5242.00,0.850000,0.810000
Kepler-559 b,Kepler-559,1,Transit,2016,17.58752333000,0.1277000000,3.61000000,12.70000000,776.70800000,296.6368878,43.8027948,,5630.00,0.960000,0.950000
Kepler-56 b,Kepler-56,3,Transit,2012,10.50160000000,0.1028000000,6.51000000,22.10000000,912.99400000,293.7583002,41.8718070,,4840.00,1.320000,4.230000
Kepler-56 c,Kepler-56,3,Transit,2012,21.40239000000,0.1652000000,9.80000000,181.00000000,912.99400000,293.7583002,41.8718070,,4840.00,1.320000,4.230000
Kepler-56 d,Kepler-56,3,Radial Velocity,2016,1002.00000000000,2.1600000000,12.80000000,1784.00000000,912.99400000,293.7583002,41.8718070,,4819.44,1.290000,4.217990
Kepler-560 b,Kepler-560,1,Transit,2016,18.47764449000,0.0899000000,1.72000000,3.61000000,109.30800000,300.2066441,45.0182402,,3556.00,0.340000,0.330000
Kepler-561 b,Kepler-561,2,Transit,2016,58.36204950000,0.2925600000,6.96000000,38.70000000,621.37800000,293.7471107,45.1071981,,5646.00,0.960000,0.940000
Kepler-561 c,Kepler-561,2,Transit,2016,5.35016198300,0.0594700000,2.68000000,7.65000000,621.37800000,293.7471107,45.1071981,,5646.00,0.960000,0.940000
Kepler-562 b,Kepler-562,1,Transit,2016,18.00931443600,0.1333000000,5.21000000,23.70000000,992.76900000,290.1196007,46.2737393,,5575.00,0.930000,0.900000
Kepler-563 b,Kepler-563,1,Transit,2016,22.18432708000,0.1418000000,3.09000000,9.75000000,565.20700000,292.4461832,46.2897548,,5066.00,0.800000,0.770000
Kepler-564 b,Kepler-564,1,Transit,2016,3.75083228500,0.0484000000,4.63000000,19.40000000,863.03700000,296.8383661,46.6263912,,5626.00,0.950000,0.920000
Kepler-565 b,Kepler-565,1,Transit,2016,4.24374722600,0.0501000000,3.64000000,12.90000000,1041.00000000,283.6180825,47.1967793,,5735.00,0.980000,0.950000
Kepler-566 b,Kepler-566,1,Transit,2016,18.42794624000,0.1247000000,2.15000000,5.27000000,564.27700000,291.5544735,47.8144362,,5132.00,0.830000,0.790000
Kepler-567 b,Kepler-567,1,Transit,2016,16.54297375000,0.1229000000,2.25000000,5.69000000,558.81000000,297.6726072,48.3023458,,5148.00,0.840000,0.790000
Kepler-568 b,Kepler-568,1,Transit,2016,11.02347475000,0.0794000000,2.26000000,5.73000000,130.64500000,298.1061315,48.4016448,,3768.00,0.550000,0.530000
Kepler-569 b,Kepler-569,1,Transit,2016,34.18890521000,0.1978400000,3.16000000,10.10000000,638.30100000,283.5072190,48.5526330,,5616.00,0.950000,0.930000
Kepler-57 b,Kepler-57,2,Transit,2012,5.72000000000,0.0598800000,3.13500000,25.06000000,644.14000000,293.6413146,44.6570692,,5187.90,0.859000,0.826000
Kepler-57 c,Kepler-57,2,Transit,2012,11.60000000000,0.0958800000,2.19600000,6.86000000,644.14000000,293.6413146,44.6570692,,5187.90,0.859000,0.826000
Kepler-570 b,Kepler-570,1,Transit,2016,4.30166200300,0.0497000000,2.45000000,6.57000000,568.14800000,290.4376111,48.7918597,,5496.00,0.930000,0.900000
Kepler-571 b,Kepler-571,1,Transit,2016,4.79859938800,0.0546000000,2.64000000,7.46000000,723.87500000,286.5510448,49.4187310,,5527.00,0.930000,0.900000
Kepler-572 b,Kepler-572,1,Transit,2016,17.20523483000,0.1192000000,2.58000000,7.18000000,504.66700000,291.2211720,50.5813487,,5212.00,0.830000,0.790000
Kepler-573 b,Kepler-573,1,Transit,2016,22.18329658000,0.1452700000,2.79000000,8.20000000,771.47100000,289.5211955,51.2374057,,5746.00,0.990000,1.020000
Kepler-574 b,Kepler-574,1,Transit,2016,7.65880414000,0.0723000000,2.39000000,6.30000000,682.89600000,290.2470519,52.1491051,,5612.00,0.950000,0.910000
Kepler-575 b,Kepler-575,1,Transit,2016,9.37891944000,0.0788000000,2.39000000,6.30000000,853.97700000,286.9638856,37.8296147,,5710.00,0.970000,0.950000
Kepler-576 b,Kepler-576,1,Transit,2016,29.91136794000,0.1790000000,3.27000000,10.70000000,617.55000000,295.1828896,38.6542028,,5672.00,0.990000,0.970000
Kepler-577 b,Kepler-577,1,Transit,2016,25.69578251000,0.1348000000,2.55000000,7.04000000,524.24700000,294.7119855,39.0737317,,4984.00,0.780000,0.730000
Kepler-578 b,Kepler-578,1,Transit,2016,1.61688369600,0.0266000000,2.00000000,4.66000000,541.43200000,288.7549882,39.5636960,,5334.00,0.870000,0.830000
Kepler-579 b,Kepler-579,1,Transit,2016,9.66857723000,0.0854000000,2.00000000,4.66000000,530.76500000,295.0020771,39.9528613,,5636.00,0.990000,0.960000
Kepler-58 b,Kepler-58,4,Transit,2012,10.21849540000,0.0929100000,2.78000000,35.50000000,969.25200000,296.3586251,39.1152033,,5843.00,0.950000,1.030000
Kepler-58 c,Kepler-58,4,Transit,2012,15.57415680000,0.1230700000,2.86000000,53.00000000,969.25200000,296.3586251,39.1152033,,5843.00,0.950000,1.030000
Kepler-58 d,Kepler-58,4,Transit,2014,40.10137100000,0.2360000000,2.94000000,245.34300000,969.25200000,296.3586251,39.1152033,,6099.00,1.024000,1.127000
Kepler-58 e,Kepler-58,4,Transit,2023,4.45814897000,0.0533000000,1.61000000,597.79600000,969.25200000,296.3586251,39.1152033,,6100.00,1.017000,1.083000
Kepler-580 b,Kepler-580,1,Transit,2016,8.22241965600,0.0683000000,2.57000000,7.13000000,323.89900000,283.4997537,40.5528053,,4298.00,0.670000,0.640000
Kepler-581 b,Kepler-581,1,Transit,2016,40.60698210000,0.2259000000,2.63000000,7.41000000,703.75800000,295.4326552,40.6481874,,5772.00,1.000000,1.000000
Kepler-582 b,Kepler-582,1,Transit,2016,18.49235668000,0.1254000000,3.68000000,13.10000000,613.17900000,297.5037180,41.0570326,,5564.00,0.930000,0.910000
Kepler-583 b,Kepler-583,1,Transit,2016,6.51002530000,0.0689000000,2.28000000,5.82000000,867.27100000,282.1113206,42.3545514,,5523.00,0.940000,0.910000
Kepler-584 b,Kepler-584,1,Transit,2016,35.18103040000,0.2281000000,4.21000000,16.50000000,1848.84000000,288.2306150,42.4136181,,6195.00,1.170000,1.240000
Kepler-585 b,Kepler-585,1,Transit,2016,2.75235975300,0.0384100000,2.83000000,8.40000000,585.18700000,286.5284924,43.8733751,,5593.00,0.960000,0.930000
Kepler-586 b,Kepler-586,1,Transit,2016,2.10472218400,0.0331000000,2.79000000,8.20000000,693.76600000,293.0571982,45.5511266,,5575.00,0.940000,0.920000
Kepler-587 b,Kepler-587,1,Transit,2016,10.94027841000,0.0952000000,2.23000000,5.60000000,787.89400000,288.6706571,47.3991249,,5549.00,0.920000,0.890000
Kepler-588 b,Kepler-588,1,Transit,2016,4.22162535700,0.0520000000,2.63000000,7.41000000,1209.40000000,284.2572531,47.6889081,,5835.00,1.010000,1.000000
Kepler-589 b,Kepler-589,2,Transit,2016,16.54964934000,0.1196000000,2.27000000,5.77000000,612.80300000,280.6414331,47.7520581,,5296.00,0.880000,0.830000
Kepler-589 c,Kepler-589,2,Transit,2021,3.52466011000,0.0426000000,1.11727238,1.45000000,612.80300000,280.6414331,47.7520581,,5372.00,0.832000,0.916000
Kepler-59 b,Kepler-59,2,Transit,2012,11.86817070000,0.0994300000,1.10000000,4.10000000,1163.22000000,287.0394932,46.6401677,,6074.00,1.040000,0.940000
Kepler-59 c,Kepler-59,2,Transit,2012,17.98012350000,0.1311400000,1.98000000,3.81000000,1163.22000000,287.0394932,46.6401677,,6074.00,1.040000,0.940000
