pl_name,hostname,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist,ra,dec,st_spectype,st_teff,st_mass,st_rad
HD 130322 b,HD 130322,1,Radial Velocity,1999,10.70871000000,0.0925000000,13.70000000,365.49000000,31.87660000,221.8857975,-0.2820782,K0 V,5387.00,0.920000,0.850000
HD 131496 b,HD 131496,1,Radial Velocity,2011,896.00000000000,2.0100000000,13.40000000,572.09400000,131.84900000,223.3461495,18.2352618,K0,4846.00,1.340000,4.440000
HD 13167 b,HD 13167,1,Radial Velocity,2018,2613.00000000000,4.1000000000,13.10000000,1052.01730000,148.93400000,32.0576350,-24.6955750,G3 V,5671.00,1.350000,2.390000
HD 13189 b,HD 13189,1,Radial Velocity,2005,471.60001000000,1.2500000000,12.40000000,3480.23850000,497.82300000,32.4173964,32.3164548,K2,4175.00,2.240000,38.410000
HD 132406 b,HD 132406,1,Radial Velocity,2007,908.00000000000,1.9800000000,12.80000000,1887.90073758,70.78320000,224.2276121,53.3809615,G0 V,5766.00,0.973000,1.340000
HD 132563 b,HD 132563,1,Radial Velocity,2011,1544.00000000000,2.6200000000,13.60000000,473.54700000,105.15500000,224.5892892,44.0428571,F8,6289.00,1.231000,1.295770
HD 133131 A b,HD 133131 A,3,Radial Velocity,2016,649.00000000000,1.4400000000,13.60000000,451.31860000,51.47360000,225.8984524,-27.8431369,G2 V,5799.00,0.950000,0.955014
HD 133131 A c,HD 133131 A,3,Radial Velocity,2016,3568.00000000000,4.4900000000,14.30000000,133.48860000,51.47360000,225.8984524,-27.8431369,G2 V,5799.00,0.950000,0.955014
HD 133131 B b,HD 133131 B,3,Radial Velocity,2016,5769.00000000000,6.1500000000,13.30000000,794.57500000,51.29930000,225.8999745,-27.8415947,G2 V,5805.00,0.930000,0.989538
HD 134060 b,HD 134060,2,Radial Velocity,2019,3.26960000000,0.0444000000,3.16000000,10.10000000,24.01250000,227.6847587,-61.4223747,G3 IV,5966.00,1.095000,1.164285
HD 134060 c,HD 134060,2,Radial Velocity,2019,1291.56460000000,2.3928000000,5.91000000,29.29000000,24.01250000,227.6847587,-61.4223747,G3 IV,5966.00,1.095000,1.164285
HD 134606 b,HD 134606,5,Radial Velocity,2024,12.08900000000,0.1046000000,2.97000000,9.09000000,26.79090000,228.8103897,-70.5203328,G5IV,5576.00,1.046000,1.158000
HD 134606 c,HD 134606,5,Radial Velocity,2024,58.88300000000,0.3007000000,3.37000000,11.31000000,26.79090000,228.8103897,-70.5203328,G5IV,5576.00,1.046000,1.158000
HD 134606 d,HD 134606,5,Radial Velocity,2024,966.50000000000,1.9410000000,7.59000000,44.80000000,26.79090000,228.8103897,-70.5203328,G5IV,5576.00,1.046000,1.158000
HD 134606 e,HD 134606,5,Radial Velocity,2024,4.32030000000,0.0527000000,1.33000000,2.34000000,26.79090000,228.8103897,-70.5203328,G5IV,5576.00,1.046000,1.158000
HD 134606 f,HD 134606,5,Radial Velocity,2024,26.91500000000,0.1784000000,2.24000000,5.63000000,26.79090000,228.8103897,-70.5203328,G5IV,5576.00,1.046000,1.158000
HD 134987 b,HD 134987,2,Radial Velocity,1999,258.17999000000,0.8100000000,13.50000000,511.70630000,26.18040000,228.3675397,-25.3096721,G5 V,5736.00,1.100000,1.220000
HD 134987 c,HD 134987,2,Radial Velocity,2009,5000.00000000000,5.8000000000,13.90000000,260.00000000,26.18040000,228.3675397,-25.3096721,G5 V,5585.00,1.100000,1.250000
HD 135344 A b,HD 135344 A,1,Imaging,2025,,16.5000000000,16.25302201,3178.28407000,141.59500000,228.9538416,-37.1489176,A0 V,9540.00,2.320000,1.500000
HD 135625 b,HD 135625,1,Radial Velocity,2023,4055.00000000000,5.4000000000,13.30000000,731.00533610,56.51800000,229.4511514,-45.9225871,G3 IV/V,6040.64,1.280000,1.357430
HD 135694 b,HD 135694,1,Transit,2023,15.92347556800,0.1246950000,2.85700000,6.10000000,73.87130000,227.8678636,71.8412965,,5712.00,1.020000,1.080000
HD 135872 b,HD 135872,1,Radial Velocity,2022,2422.32597000000,4.1720000000,12.80000000,1744.56012602,82.42510000,229.4213643,-5.2024735,,4992.00,1.646000,3.930380
HD 136118 b,HD 136118,1,Radial Velocity,2022,1187.59765000000,2.3270000000,12.30000000,4164.18778851,51.43590000,229.7306046,-1.5922913,F7 V,6097.00,1.180000,1.677540
HD 136352 b,HD 136352,3,Radial Velocity,2019,11.57797000000,0.0964000000,1.66400000,4.72000000,14.68200000,230.4401147,-48.3188174,G4 V,5664.00,0.870000,1.058000
HD 136352 c,HD 136352,3,Radial Velocity,2019,27.59221000000,0.1721000000,2.91600000,11.24000000,14.68200000,230.4401147,-48.3188174,G4 V,5664.00,0.870000,1.058000
HD 136352 d,HD 136352,3,Radial Velocity,2019,107.24500000000,0.4250000000,2.56200000,8.82000000,14.68200000,230.4401147,-48.3188174,G4 V,5664.00,0.870000,1.058000
HD 136418 b,HD 136418,1,Radial Velocity,2009,464.29999000000,1.2900000000,13.30000000,680.15620000,105.16800000,229.7756438,41.7324230,G5,4989.00,1.480000,3.780000
HD 136925 b,HD 136925,1,Radial Velocity,2021,4540.00000000000,5.1300000000,13.90000000,266.97586188,47.87400000,230.7157509,13.3663117,,5773.19,0.875104,1.193078
HD 13724 c,HD 13724,1,Radial Velocity,2022,142.22895000000,0.5340000000,8.18000000,50.85254512,43.46500000,33.0859626,-46.8166738,,5835.31,1.004000,1.041980
HD 137388 b,HD 137388,1,Radial Velocity,2011,330.00000000000,0.8900000000,9.32000000,63.56600000,40.48410000,233.9150820,-80.2044169,K2 IV,5181.00,0.680000,0.880000
HD 137496 b,HD 137496,2,Transit,2021,1.62116000000,0.0273200000,1.31000000,4.04000000,155.31700000,231.7420543,-16.5090014,G,5799.00,1.040000,1.590000
HD 137496 c,HD 137496,2,Radial Velocity,2021,479.90000000000,1.2163000000,12.60000000,2434.56559762,155.31700000,231.7420543,-16.5090014,G,5799.00,1.040000,1.590000
HD 13808 b,HD 13808,2,Radial Velocity,2021,14.18150000000,0.1051900000,3.35000000,11.20000000,28.23050000,33.1780708,-53.7437591,K2 V,5035.00,0.771000,0.781000
HD 13808 c,HD 13808,2,Radial Velocity,2021,53.75300000000,0.2554000000,3.13000000,9.96000000,28.23050000,33.1780708,-53.7437591,K2 V,5035.00,0.771000,0.781000
HD 13908 b,HD 13908,2,Radial Velocity,2013,19.38200000000,0.1540000000,13.90000000,274.91000000,79.55150000,34.5609102,65.5941901,F8 V,6255.00,1.290000,1.670000
HD 13908 c,HD 13908,2,Radial Velocity,2013,931.00000000000,2.0300000000,12.80000000,1630.40000000,79.55150000,34.5609102,65.5941901,F8 V,6255.00,1.290000,1.670000
HD 13931 b,HD 13931,1,Radial Velocity,2009,4218.00000000000,5.1500000000,13.20000000,889.91953960,47.39630000,34.1979991,43.7722065,G0,5867.00,1.300000,1.250000
HD 139357 b,HD 139357,1,Radial Velocity,2008,1124.79139000000,2.9490000000,12.10000000,6315.56827550,112.09000000,233.8173564,53.9221505,K4 III,4700.00,2.690000,11.470000
HD 1397 b,HD 1397,1,Transit,2018,11.53533000000,0.1097000000,11.50043400,131.89945000,79.57020000,4.4471631,-66.3589285,G5 III/IV,5521.00,1.324000,2.336000
HD 14067 b,HD 14067,1,Radial Velocity,2014,2744.00000000000,5.1500000000,12.20000000,4862.77462710,142.02400000,34.2933480,23.7676546,G9 III,4815.00,2.400000,12.400000
HD 140901 b,HD 140901,2,Radial Velocity,2022,9.02378000000,0.0850000000,4.07000000,15.57359194,15.25280000,236.8689866,-37.9172333,G7 IV,5610.00,0.990000,0.950000
HD 140901 c,HD 140901,2,Radial Velocity,2022,14386.00000000000,11.8000000000,13.40000000,572.09113260,15.25280000,236.8689866,-37.9172333,G7 IV,5610.00,1.060000,0.950000
HD 141004 b,HD 141004,1,Radial Velocity,2021,15.50830000000,0.1238000000,3.77000000,13.63483866,11.81480000,236.6099205,7.3527684,G0Vvar,5885.38,1.051904,1.389372
HD 141399 b,HD 141399,4,Radial Velocity,2014,94.44000000000,0.4150000000,14.30000000,143.34133000,37.01690000,236.7235392,46.9862880,K0,5600.00,1.070000,1.387236
HD 141399 c,HD 141399,4,Radial Velocity,2014,201.99000000000,0.6890000000,13.60000000,422.71390000,37.01690000,236.7235392,46.9862880,K0,5600.00,1.070000,1.387236
HD 141399 d,HD 141399,4,Radial Velocity,2014,1069.80000000000,2.0900000000,13.70000000,375.03940000,37.01690000,236.7235392,46.9862880,K0,5600.00,1.070000,1.387236
HD 141399 e,HD 141399,4,Radial Velocity,2014,5000.00000000000,5.0000000000,14.10000000,209.76780000,37.01690000,236.7235392,46.9862880,K0,5600.00,1.070000,1.387236
HD 141937 b,HD 141937,1,Radial Velocity,2002,662.37000000000,1.5400000000,12.40000000,3591.46099910,33.36220000,238.0735585,-18.4359716,G1 V,5870.00,1.090000,1.030000
HD 142 A d,HD 142,3,Radial Velocity,2022,108.45299000000,0.4740000000,10.90000000,82.63538582,26.18530000,1.5836771,-49.0753625,F7V,6245.00,1.210000,1.470000
HD 142 b,HD 142,3,Radial Velocity,2001,351.43394000000,1.0390000000,12.70000000,2256.58168970,26.18530000,1.5836771,-49.0753625,F7V,6245.00,1.210000,1.470000
HD 142 c,HD 142,3,Radial Velocity,2012,10159.64279000000,9.8110000000,12.40000000,3464.64746471,26.18530000,1.5836771,-49.0753625,F7V,6245.00,1.210000,1.470000
HD 142022 A b,HD 142022 A,1,Radial Velocity,2005,1928.00000000000,2.9300000000,12.90000000,1433.40611557,34.28020000,242.5481731,-84.2317494,G9 IV-V,5421.00,0.900000,1.040000
HD 142245 b,HD 142245,1,Radial Velocity,2011,1299.00000000000,2.7800000000,13.10000000,975.73810000,97.23050000,238.2342443,15.4306118,K0,4922.00,3.500000,4.630000
HD 142415 b,HD 142415,1,Radial Velocity,2003,386.29999000000,1.0600000000,13.50000000,530.77610000,35.53180000,239.4189890,-60.2006948,G1 V,5940.00,1.070000,1.040000
HD 143105 b,HD 143105,1,Radial Velocity,2016,2.19740000000,0.0379000000,13.70000000,384.57430000,46.77890000,238.4023547,68.7199779,F5,6380.00,1.510000,1.647304
HD 143361 b,HD 143361,1,Radial Velocity,2008,1039.15000000000,1.9880000000,12.90000000,1382.55357045,68.51460000,240.4588405,-44.4350575,G6 V,5507.00,0.968000,0.916000
HD 143811 AB b,HD 143811 A,1,Imaging,2025,117000.00000000000,63.0000000000,15.69257298,1938.75328270,136.60800000,240.8891972,-30.1371574,,6791.00,1.320000,1.683980
HD 144899 b,HD 144899,1,Radial Velocity,2022,40.43914000000,0.2420000000,4.77000000,20.34101805,115.66500000,242.5721002,-47.9146826,,6126.00,1.160000,1.648020
HD 145377 b,HD 145377,1,Radial Velocity,2008,103.95000000000,0.4500000000,12.80000000,1913.33660000,53.48840000,242.9019658,-27.0781199,G3 V,6014.00,1.200000,1.050000
HD 145457 b,HD 145457,1,Radial Velocity,2010,176.13000000000,0.7620000000,13.20000000,888.01256916,135.29200000,242.5162215,26.7429068,K0,4757.00,1.900000,9.900000
HD 145675 c,14 Her,2,Radial Velocity,2021,15732.45889000000,20.0000000000,12.60000000,2510.84441530,17.93230000,242.6021014,43.8163621,K0,5338.00,0.970000,0.930000
HD 145934 b,HD 145934,1,Radial Velocity,2015,2751.53433000000,4.8900000000,13.40000000,658.54045930,227.88100000,243.2912249,13.2394527,K0,4823.75,2.058000,6.930587
HD 1461 b,HD 1461,2,Radial Velocity,2010,5.77152000000,0.0634000000,2.42000000,6.44000000,23.45340000,4.6762645,-8.0536206,G0 V,5765.00,1.020000,1.152288
HD 1461 c,HD 1461,2,Radial Velocity,2015,13.50520000000,0.1117000000,2.23000000,5.59000000,23.45340000,4.6762645,-8.0536206,G0 V,5765.00,1.020000,1.152288
HD 147018 b,HD 147018,2,Radial Velocity,2009,44.23600000000,0.2388000000,13.40000000,674.00000000,40.42560000,245.7490012,-61.6901291,G9 V,5441.00,0.927000,0.937948
HD 147018 c,HD 147018,2,Radial Velocity,2009,1008.00000000000,1.9220000000,12.70000000,2080.00000000,40.42560000,245.7490012,-61.6901291,G9 V,5441.00,0.927000,0.937948
HD 147379 b,HD 147379,1,Radial Velocity,2017,86.58000000000,0.3193000000,4.94000000,21.60000000,10.76430000,244.1725686,67.2392041,M0.0 V,4090.00,0.580000,0.628304
HD 147513 b,HD 147513,1,Radial Velocity,2003,528.40000000000,1.3200000000,13.70000000,385.00000000,12.90320000,246.0057894,-39.1929661,G3/5V,5883.00,1.110000,0.980000
HD 14787 b,HD 14787,1,Radial Velocity,2018,676.60000000000,1.7000000000,13.70000000,356.28743000,119.13700000,35.8085099,10.8367972,G5,4946.00,1.430000,5.010000
HD 147873 b,HD 147873,2,Radial Velocity,2016,116.59600000000,0.5220000000,12.80000000,1633.64620000,109.05500000,246.4380471,-33.5672217,G1 V,5972.00,1.380000,2.290000
HD 147873 c,HD 147873,2,Radial Velocity,2016,491.54000000000,1.3600000000,13.30000000,731.00900000,109.05500000,246.4380471,-33.5672217,G1 V,5972.00,1.380000,2.290000
HD 148156 b,HD 148156,1,Radial Velocity,2009,1027.00000000000,2.4500000000,13.90000000,270.14400000,57.12890000,247.0723035,-46.3175085,G0/2 V,6308.00,1.220000,1.210000
HD 148164 b,HD 148164,2,Radial Velocity,2018,328.55000000000,0.9930000000,13.70000000,390.93090000,77.19710000,246.4351678,11.9190729,F8,6032.00,1.210000,1.340000
HD 148164 c,HD 148164,2,Radial Velocity,2018,5062.00000000000,6.1500000000,12.80000000,1640.00280000,77.19710000,246.4351678,11.9190729,F8,6032.00,1.210000,1.340000
HD 148427 b,HD 148427,1,Radial Velocity,2009,331.90000000000,1.1100000000,13.70000000,381.39408840,71.34990000,247.1171311,-13.3996231,K0 III- IV,5025.00,1.640000,3.860000
HD 149026 b,HD 149026,1,Radial Velocity,2005,2.87589000000,0.0436400000,8.29466000,120.77540000,75.86430000,247.6229827,38.3475349,G0,6179.00,1.420000,1.410000
HD 149143 b,HD 149143,1,Radial Velocity,2005,4.07182000000,0.0530000000,13.60000000,422.71390000,73.28010000,248.2126715,2.0844547,G0,5856.00,1.200000,1.440000
HD 149806 b,HD 149806,1,Radial Velocity,2022,16521.52778000000,12.4040000000,12.30000000,4003.68444298,20.27270000,249.2855187,0.2546794,K0V,5352.05,0.930000,0.890000
HD 150010 b,HD 150010,1,Radial Velocity,2022,562.00000000000,1.4000000000,13.30000000,762.78817680,144.49000000,247.8670682,72.6125804,K2 III,4153.00,1.300000,16.200000
HD 1502 b,HD 1502,1,Radial Velocity,2011,428.50000000000,1.2620000000,13.20000000,874.03250000,190.95300000,4.8214389,14.0546830,K0,4947.00,1.460000,4.670000
HD 150706 b,HD 150706,1,Radial Velocity,2012,5894.00000000000,6.7000000000,13.30000000,772.32302901,28.26970000,247.8255687,79.7894032,G0 V,5961.00,1.170000,0.960000
HD 151450 b,HD 151450,2,Radial Velocity,2022,21.89288000000,0.1600000000,6.94000000,38.45723725,43.60020000,252.0080127,-15.9643450,,6091.98,1.140000,1.171840
HD 151450 c,HD 151450,2,Radial Velocity,2022,18144.76236000000,14.1310000000,12.80000000,1636.18063924,43.60020000,252.0080127,-15.9643450,,6091.98,1.140000,1.171840
HD 152079 b,HD 152079,1,Radial Velocity,2009,2918.92000000000,4.1870000000,13.20000000,845.74563000,87.88880000,253.3732313,-46.3333582,G6 V,5907.00,1.147000,1.128000
HD 152581 b,HD 152581,1,Radial Velocity,2011,686.50000000000,1.6600000000,13.40000000,594.02427000,165.76000000,253.4316451,11.9736828,K0,5027.00,1.300000,5.140000
HD 152843 b,HD 152843,2,Transit,2021,11.62071000000,0.1049000000,3.05000000,9.82000000,107.89800000,253.7848853,20.4915240,G0,6310.00,1.150000,1.430000
HD 152843 c,HD 152843,2,Transit,2021,19.50210400000,0.1482000000,5.94000000,9.67000000,107.89800000,253.7848853,20.4915240,G0,6310.00,1.150000,1.430000
HD 15337 b,HD 15337,2,Transit,2019,4.75598040000,0.0524500000,1.77000000,6.51900000,44.81550000,36.8678846,-27.6361171,K1 V,5131.00,0.829000,0.855000
HD 15337 c,HD 15337,2,Transit,2019,17.18054600000,0.1235000000,2.52600000,6.79200000,44.81550000,36.8678846,-27.6361171,K1 V,5131.00,0.829000,0.855000
HD 153557 b,HD 153557,3,Radial Velocity,2022,7.29903000000,0.0680000000,4.77000000,20.34101805,17.94120000,254.4706516,47.3678558,K0,4837.00,0.790000,0.745171
HD 153557 c,HD 153557,3,Radial Velocity,2022,15.27018000000,0.1110000000,4.36000000,17.48056238,17.94120000,254.4706516,47.3678558,K0,4837.00,0.790000,0.745171
HD 153557 d,HD 153557,3,Radial Velocity,2022,40654.64809000000,21.4490000000,11.90000000,8725.66108578,17.94120000,254.4706516,47.3678558,K0,4837.00,0.790000,0.745171
HD 153950 b,HD 153950,1,Radial Velocity,2008,499.39999000000,1.2800000000,13.20000000,937.59850000,48.45490000,256.1292826,-43.3103753,F8 V,6124.00,1.250000,1.280000
HD 154088 b,HD 154088,1,Radial Velocity,2021,18.56000000000,0.1340000000,2.46000000,6.60000000,18.26920000,256.1164214,-28.5838342,K0 IV-V,5374.00,0.910000,0.950000
HD 154345 b,HD 154345,1,Radial Velocity,2006,3280.00000000000,4.1580000000,13.70000000,376.94449070,18.28400000,255.6524619,47.0855544,G8,5468.00,0.890000,0.850000
HD 154391 b,HD 154391,1,Radial Velocity,2023,5163.00000000000,7.4600000000,12.50000000,2892.23850370,100.94700000,255.3201345,60.6489226,K1 III,4909.00,2.070000,8.560000
HD 154672 b,HD 154672,1,Radial Velocity,2008,163.94000000000,0.6000000000,12.80000000,1706.74710000,63.04840000,257.5206970,-56.4498041,G3 IV,5743.00,1.180000,1.320000
HD 154857 b,HD 154857,2,Radial Velocity,2004,408.60001000000,1.2900000000,13.30000000,778.68350000,63.44820000,257.8161940,-56.6810380,G5 V,5589.00,1.960000,2.300000
HD 154857 c,HD 154857,2,Radial Velocity,2014,3452.00000000000,5.3600000000,13.20000000,819.97000000,63.44820000,257.8161940,-56.6810380,G5 V,5605.00,1.718000,1.760000
HD 155193 b,HD 155193,1,Radial Velocity,2021,352.65000000000,1.0400000000,14.00000000,238.37130525,57.79950000,257.4208876,10.0381003,F8 IV,6239.00,1.221000,1.764390
HD 155358 b,HD 155358,2,Radial Velocity,2007,194.30000000000,0.6300000000,13.80000000,314.65170000,43.61970000,257.3930947,33.3549277,G0,5905.00,1.150000,1.380000
HD 155358 c,HD 155358,2,Radial Velocity,2007,391.90000000000,1.0200000000,13.90000000,261.00000000,43.61970000,257.3930947,33.3549277,G0,5900.00,0.920000,1.380000
HD 155918 b,HD 155918,2,Radial Velocity,2022,1.87567000000,0.0300000000,2.67000000,7.62788177,27.56100000,260.5364025,-75.3492390,G2V,5771.84,1.030000,1.019060
HD 155918 c,HD 155918,2,Radial Velocity,2022,17202.19446000000,13.1830000000,12.80000000,1878.04805696,27.56100000,260.5364025,-75.3492390,G2V,5771.84,1.030000,1.019060
HD 156098 b,HD 156098,2,Radial Velocity,2022,21.85849000000,0.1670000000,4.12000000,15.89142035,48.24900000,259.2646870,-32.6630768,,6419.19,1.290000,2.757160
HD 156098 c,HD 156098,2,Radial Velocity,2022,7841.58390000000,8.4150000000,12.80000000,1661.60691180,48.24900000,259.2646870,-32.6630768,,6419.19,1.290000,2.757160
HD 156279 b,HD 156279,2,Radial Velocity,2011,133.40355000000,0.5020000000,12.50000000,2997.75753482,36.19450000,258.0966686,63.3527828,G6,5453.00,0.940000,0.950000
HD 156279 c,HD 156279,2,Radial Velocity,2016,4818.25358000000,5.4860000000,12.50000000,3098.82696825,36.19450000,258.0966686,63.3527828,G6,5453.00,0.940000,0.950000
HD 156411 b,HD 156411,1,Radial Velocity,2009,842.20000000000,1.8800000000,14.00000000,235.18000000,56.86550000,259.9639522,-48.5502313,F8 IV/V,5900.00,1.250000,2.160000
HD 156668 b,HD 156668,2,Radial Velocity,2010,4.64550000000,0.0500000000,1.87000000,4.15000000,24.33230000,259.4183491,29.2281610,K2,4850.00,0.772000,0.720000
HD 156668 c,HD 156668,2,Radial Velocity,2021,811.30000000000,1.5700000000,6.17000000,31.49679513,24.33230000,259.4183491,29.2281610,K2,4903.69,0.785167,0.774528
HD 156846 b,HD 156846,1,Radial Velocity,2007,359.51001000000,1.1200000000,12.40000000,3391.24610000,47.73320000,260.1423366,-19.3343650,G0 V,6090.00,1.380000,1.900000
HD 158038 b,HD 158038,1,Radial Velocity,2011,521.00000000000,1.5000000000,13.50000000,486.27990000,94.86250000,261.4395312,27.3030721,K0,4860.00,1.300000,4.500000
HD 158259 b,HD 158259,5,Radial Velocity,2020,2.17800000000,,1.28228000,2.22000000,27.04980000,261.3495847,52.7904721,G0,5801.89,1.080000,1.210000
HD 158259 c,HD 158259,5,Radial Velocity,2020,3.43200000000,,2.23000000,5.60000000,27.04980000,261.3495847,52.7904721,G0,5801.89,1.080000,1.210000
HD 158259 d,HD 158259,5,Radial Velocity,2020,5.19808140000,,2.18000000,5.41000000,27.04980000,261.3495847,52.7904721,G0,5801.89,1.080000,1.210000
HD 158259 e,HD 158259,5,Radial Velocity,2020,7.95100000000,,2.34000000,6.08000000,27.04980000,261.3495847,52.7904721,G0,5801.89,1.080000,1.210000
HD 158259 f,HD 158259,5,Radial Velocity,2020,12.02800000000,,2.35000000,6.14000000,27.04980000,261.3495847,52.7904721,G0,5801.89,1.080000,1.210000
HD 158996 b,HD 158996,1,Radial Velocity,2018,820.20000000000,2.1000000000,12.30000000,4449.62000000,283.65900000,259.9051092,80.1364033,K5 III,4069.00,1.800000,50.300000
HD 15906 b,HD 15906,2,Transit,2023,10.92470900000,0.0900000000,2.24000000,5.65000000,45.56210000,38.2712534,-10.3521780,K V,4757.00,0.790000,0.762000
HD 15906 c,HD 15906,2,Transit,2023,21.58329800000,0.1410000000,2.93000000,8.91000000,45.56210000,38.2712534,-10.3521780,K V,4757.00,0.790000,0.762000
HD 159243 b,HD 159243,2,Radial Velocity,2013,12.62000000000,0.1100000000,13.70000000,359.13000000,73.30550000,263.3395365,5.7008254,G0 V,6123.00,1.125000,1.120000
HD 159243 c,HD 159243,2,Radial Velocity,2013,248.40000000000,0.8000000000,13.40000000,603.90000000,73.30550000,263.3395365,5.7008254,G0 V,6123.00,1.125000,1.120000
HD 159868 b,HD 159868,2,Radial Velocity,2006,1184.10000000000,2.3200000000,13.30000000,704.94694000,55.85030000,264.7466665,-43.1462347,G5 V,5534.00,1.190000,2.130000
HD 159868 c,HD 159868,2,Radial Velocity,2012,351.00000000000,1.0320000000,14.00000000,244.09344000,55.85030000,264.7466665,-43.1462347,G5 V,5534.00,1.190000,2.130000
HD 1605 b,HD 1605,2,Radial Velocity,2015,577.20000000000,1.4920000000,13.80000000,296.85322000,88.80470000,5.1317548,30.9750611,K1 IV,4915.00,1.330000,3.490000
HD 1605 c,HD 1605,2,Radial Velocity,2015,2149.00000000000,3.5840000000,13.00000000,1150.54460000,88.80470000,5.1317548,30.9750611,K1 IV,4915.00,1.330000,3.490000
HD 160691 b,HD 160691,4,Radial Velocity,2000,645.00000000000,1.5000000000,,1366.66215010,15.59810000,266.0361585,-51.8348751,G3 IV-V,5773.00,1.130000,1.330000
HD 160691 c,HD 160691,4,Radial Velocity,2004,3947.00000000000,4.1700000000,,1398.44499080,15.59810000,266.0361585,-51.8348751,G3 IV-V,5773.00,1.130000,1.330000
HD 160691 d,HD 160691,4,Radial Velocity,2004,9.63920000000,0.0952000000,3.23000000,10.49000000,15.59810000,266.0361585,-51.8348751,G3 IV-V,5773.00,1.130000,1.330000
HD 160691 e,HD 160691,4,Radial Velocity,2006,307.90000000000,0.9600000000,,2224.79884900,15.59810000,266.0361585,-51.8348751,G3 IV-V,5773.00,1.130000,1.330000
HD 161178 b,HD 161178,1,Radial Velocity,2021,279.30000000000,0.8500000000,14.10000000,181.16219199,107.18800000,264.2873565,72.4558590,G9 III,4786.00,1.060000,10.950000
HD 16141 b,HD 16141,1,Radial Velocity,2000,75.52300000000,0.3600000000,10.90000000,82.63580000,37.78610000,38.8323674,-3.5624887,G5 IV,5757.00,1.110000,1.480000
HD 16175 b,HD 16175,1,Radial Velocity,2009,990.00000000000,2.1200000000,12.80000000,1875.18760130,59.85900000,39.2577379,42.0624526,G2,5981.00,1.630000,1.720000
HD 162020 b,HD 162020,1,Radial Velocity,2002,8.42820000000,0.0800000000,12.50000000,3127.44720000,30.82480000,267.6599252,-40.3184646,K3 V,4723.00,0.420000,0.750000
HD 163607 b,HD 163607,2,Radial Velocity,2012,75.22030000000,0.3620000000,13.90000000,249.05158800,67.78550000,268.4181383,56.3924701,G5,5522.00,1.120000,1.760000
HD 163607 c,HD 163607,2,Radial Velocity,2012,1272.00000000000,2.3900000000,13.30000000,699.54383000,67.78550000,268.4181383,56.3924701,G5,5522.00,1.120000,1.760000
HD 16417 b,HD 16417,1,Radial Velocity,2008,17.24000000000,0.1400000000,5.00000000,22.10000000,25.39360000,39.2441029,-34.5790905,G1 V,5841.00,1.200000,1.639984
HD 164509 b,HD 164509,1,Radial Velocity,2012,280.17000000000,0.8700000000,14.30000000,140.79869000,53.11190000,270.3800811,0.1044685,G5,5859.00,1.120000,1.110000
HD 164595 b,HD 164595,1,Radial Velocity,2015,40.00000000000,0.2300000000,4.16000000,16.14000000,28.25400000,270.1613723,29.5726698,G2 V,5790.00,0.990000,1.023606
HD 164604 b,HD 164604,2,Radial Velocity,2009,653.90000000000,1.3620000000,12.30000000,4195.33497240,39.36330000,270.7787177,-28.5608343,K3.5 V,4663.00,0.770000,0.780000
HD 164604 c,HD 164604,2,Radial Velocity,2026,5387.00000000000,5.5560000000,12.50000000,3019.36986650,39.36330000,270.7787177,-28.5608343,K3.5 V,4663.00,0.770000,0.780000
HD 164922 b,HD 164922,4,Radial Velocity,2005,1207.00000000000,2.1600000000,13.30000000,116.00000000,22.00160000,270.6304652,26.3104077,G9 V,5390.00,0.926000,0.946000
HD 164922 c,HD 164922,4,Radial Velocity,2016,75.74000000000,0.3410000000,3.66000000,13.00000000,22.00160000,270.6304652,26.3104077,G9 V,5390.00,0.926000,0.946000
HD 164922 d,HD 164922,4,Radial Velocity,2020,12.45800000000,0.1030000000,1.83000000,4.00000000,22.00160000,270.6304652,26.3104077,G9 V,5390.00,0.926000,0.946000
HD 164922 e,HD 164922,4,Radial Velocity,2021,41.76300000000,0.2292000000,3.23000000,10.52012027,22.00160000,270.6304652,26.3104077,G9 V,5393.43,0.921146,1.001813
HD 165131 b,HD 165131,1,Radial Velocity,2023,2342.60000000000,3.5400000000,12.10000000,5943.39121090,57.42630000,271.3444007,-21.6737039,G3/5 V,5870.00,1.060000,1.064190
HD 165155 b,HD 165155,1,Radial Velocity,2016,434.50000000000,1.1300000000,13.20000000,918.52870000,63.35740000,271.4893395,-29.9172536,G8 V,5426.00,1.020000,0.950000
HD 1666 b,HD 1666,1,Radial Velocity,2015,270.00000000000,0.9400000000,12.70000000,2040.00000000,117.90800000,5.2180424,-19.9314823,F7 V,6317.00,1.500000,1.930000
HD 166724 b,HD 166724,1,Radial Velocity,2012,5144.00000000000,5.4200000000,13.00000000,1207.74794660,45.13420000,273.4988604,-42.5757218,K0 IV-V,5127.00,0.810000,0.797485
HD 167042 b,HD 167042,1,Radial Velocity,2007,417.67000000000,1.2200000000,13.60000000,444.00628458,49.66330000,272.6326268,54.2876184,K1 IV,4919.00,1.390000,4.630000
HD 16760 b,HD 16760,1,Radial Velocity,2009,466.08000000000,1.1560000000,12.10000000,6833.31075050,50.17561000,40.5892123,38.6182163,G5 V,5518.00,0.930000,0.835000
